scenario,standard,n_stations,channel_width_mhz,aggregate_throughput_mbps,fairness_index,avg_delay_ms,avg_jitter_ms,loss_rate,tx_packets,rx_packets
exp3,80211ax,16,80,184.357,0.241854,1.66828,0.393359,0.620559,263656,100042
