scenario,standard,distance_m,channel_width_mhz,mcs,throughput_mbps,avg_delay_ms,avg_jitter_ms,loss_rate,tx_packets,rx_packets
exp1,80211ax,1,160,11,1137.72,83.6234,0.00843932,0.256366,133922,99589
