scenario,standard,mode,distance_m,background_rate,foreground_interval_ms,throughput_mbps,avg_delay_ms,p99_delay_ms,avg_jitter_ms,loss_rate,tx_packets,rx_packets
exp2,80211be,emlsr_5g80_6g160,3,20Mbps,5,0.366608,0.13789,0.5,0.141316,0,200,200
