scenario,standard,mode,distance_m,background_rate,foreground_interval_ms,throughput_mbps,avg_delay_ms,p99_delay_ms,avg_jitter_ms,loss_rate,tx_packets,rx_packets
exp2,80211ax,single_5g160,3,20Mbps,5,0.366609,0.121823,0.7,0.115358,0,200,200
